sub issue id,status,answer dept,module,dc step,dcop,dc item,reFormat,layer,fab step,fab item,dc dirctn,fab dirctn,slope,person in charge,deadline,fst issue empid
ETAOCAP20240424_1_1,발의,(YE) MODULE,,NU995000,N03SP1HA,P019_ISTBY_96KB_075IWL,N,,,,OOS,,,"sungju.moon, jiho.song",,yw.kang
