title,priority,prod stage,issue category,line id,process,process id,part id,person in charge,fst issue empid
A3HTN2.1 OCAP 확인 도움 부탁드립니다.,OOS,양산,DC OCAP,KFBK,LN03GAPM,KNNY,S5E5535A,"oakgun.park, taegun.park",yw.kang
